Date,PlayerID,AccelImpulse,AccelLoad,Speed,PerformanceScore
2017-11-30,2,0.5243667223865245,0.2643776911970425,0.7541932967263778,51.4312570103315
2017-11-30,3,0.4525202520252025,0.3335179398724493,0.7532556185675279,51.30979368217265
2017-11-30,4,0.41558441558441556,0.3183757016638828,0.6856002640501695,47.31867937661559
2017-11-30,6,0.5823582358235824,0.28572367551176675,0.6599453896240284,50.934243365312575
2017-11-30,7,0.6732673267326733,0.18991946429715312,0.549411888258769,47.08662264295318
2017-11-30,8,0.4995499549954996,0.34451815126082497,0.7595743191206326,53.454747512565234
2017-11-30,9,0.650990099009901,0.2167358335935129,0.5832283133795421,48.3651415327652
2017-11-30,10,0.13231323132313233,0.5003141981510864,0.8457606945319609,49.27960413353932
2017-11-30,11,0.45184518451845185,0.2513607589577305,0.6441223832528179,44.91094422430001
2017-11-30,12,0.47499035617847507,0.4244567536650382,0.5863414048669244,49.52628382368126
2017-11-30,13,0.5688568856885688,0.3891532010326677,0.7611146117762373,57.30415661658247
2017-11-30,17,0.3564356435643564,0.18620582816972478,0.48421200028005296,34.2284490671378
2017-12-01,2,0.585058505850585,0.15130651013722526,0.3275922425260799,35.465241950463
2017-12-01,3,0.5400540054005402,0.26947975836547783,0.6737380102219419,49.442392466265325
2017-12-01,4,0.5015301530153016,0.12999681248401912,0.44927536231884047,36.026744260605376
2017-12-01,6,0.5868586858685869,0.24923477702049862,0.48277672757823975,43.96233968224417
2017-12-01,7,0.5630963096309631,0.1662987621383076,0.7756773787019531,50.16908168237413
2017-12-01,8,0.4302430243024302,0.22117009539134586,0.6420919974795208,43.116837239109906
2017-12-01,9,0.2875144657322875,0.19189971227819055,0.6970024304617876,39.21388694907552
2017-12-01,10,0.21332133213321333,0.4339590278450052,0.9858573128894486,54.437922428922235
2017-12-01,11,0.5632313231323133,0.3399074066993774,0.5197437513127493,47.42941603814799
2017-12-01,12,0.4688183104024688,0.6533705204512699,0.7000630119722747,60.741728094200454
2017-12-01,13,0.3249324932493249,0.3103527212665481,0.69852271931667,44.46026446108477
2017-12-01,14,0.2884788478847885,0.1502854705429446,0.5085066162570887,31.575697822827394
2017-12-01,15,0.47074707470747074,0.08649825907684056,0.2667506826296995,27.466533880467026
2017-12-01,16,0.6894689468946894,0.3499875367862868,0.7145557655954631,58.4670749758813
2017-12-01,17,0.3027902790279028,0.09700059623116117,0.20142827137156044,20.040638221020817
2017-12-01,18,0.15481548154815486,0.3816477610777937,0.5786599453896238,37.17077293385242
2017-12-01,19,0.046804680468046804,0.23453298131571676,0.22915353917244274,17.016373365206878
