Date,PlayerID,Energy,Nourishment,Discomfort,Determination,EWMScore
2017-08-01,14,14.886535298008384,3.6794691505379284,2.7367077918658627,11.853125278505008,24.0
2017-08-01,2,15.775836432966102,4.108084466378305,2.74306978540223,13.542701370906649,27.0
2017-08-01,3,12.738412891974608,4.1166635414404125,2.64535862822819,10.399157661160926,20.0
2017-08-01,5,12.186934947404495,3.8499881221938113,2.580958039079956,12.57580395437167,23.0
2017-08-01,13,12.524052931553303,3.4125865404412927,2.5837434463688163,10.473052335239668,20.0
2017-08-01,8,18.614063559283522,1.0872456752061224,2.8254090189928704,15.476140079007351,33.0
2017-08-01,10,10.96131106146742,3.214300635902819,2.515008957216249,9.804928988988843,18.0
2017-08-01,12,12.822357699890201,2.5037522470552087,2.4771249155425608,11.418906068711124,21.0
2017-08-01,6,15.261939709684082,2.5708058134070666,2.8135940392106473,12.655740380952963,26.0
2017-08-02,2,14.304720024982533,3.14514217482049,2.589203287743888,12.44103440399838,25.285714285714285
2017-08-02,3,12.798433539468332,4.056676662662685,2.5869932104082083,10.078656223149146,20.0
2017-08-02,5,12.595446103579835,3.4820582786472336,1.4626909221795374,10.715655391880958,21.285714285714285
2017-08-02,8,16.295928298352187,1.3884069009552304,2.547493611417871,12.941443062152956,29.571428571428573
2017-08-02,11,10.993863523187777,3.374497754654349,2.312023186322594,9.010133492249963,17.0
2017-08-02,12,12.60006608146671,2.5411074670927727,2.4364167238463343,10.613006283325811,20.428571428571427
2017-08-02,13,12.73017279644872,4.230853756583839,2.5289706166833374,9.703717495774216,19.428571428571427
2017-08-02,14,12.441352327904024,4.226162031774741,2.481934505712111,10.583959765450555,21.142857142857142
2017-08-02,10,10.124213686423271,4.0903159898316535,1.2458843615390753,8.578677637092557,16.285714285714285
2017-08-03,5,12.966273283492953,2.089010038361465,1.538301582931627,10.210731637490829,20.72972972972973
2017-08-03,2,12.077067821198224,4.050668716019558,2.305866691843458,9.859349198084484,22.56756756756757
2017-08-03,3,12.455493080325166,4.113035389325365,2.44974257917834,9.47146492361876,19.56756756756757
2017-08-03,4,11.479180670062282,4.323340729738987,2.4117779056751005,8.97923098946005,17.0
2017-08-03,8,14.530699542083024,3.4782500882975036,2.398785416414877,11.187444874885689,26.72972972972973
2017-08-03,6,13.037544745911518,4.264725628326337,2.4973646015386017,9.866085088698608,22.571428571428573
2017-08-03,10,9.74125946228429,4.186665969012818,1.1475440088558613,8.185153962903357,15.297297297297296
2017-08-03,15,15.077290726585701,2.773166801604874,2.770052351429522,12.112268021877423,24.0
2017-08-03,11,11.87388728678999,2.7935745478052536,2.571922203591368,9.480047563055999,17.571428571428573
2017-08-03,12,12.361408149234233,3.0902539238354487,2.4965282283742347,11.26756974206609,20.675675675675677
2017-08-03,13,11.808876791558355,4.153500148735324,2.4793351130311185,9.845495146577315,18.81081081081081
2017-08-03,14,14.636484512550467,4.464128897631003,2.6244675413666494,12.008157141644059,21.945945945945947
2017-08-03,9,19.37876623638456,4.44593269595562,3.1568998572715534,14.661805345266718,31.0
2017-08-04,2,14.184844236087962,4.390840585896937,2.508407863295897,10.657390019033915,21.994285714285713
2017-08-04,3,11.723966001309174,3.9738823720437337,2.426546474700045,9.828301941130121,19.36
2017-08-04,4,10.848923702880693,4.249369485732547,2.338879088239989,8.841154365529718,16.428571428571427
2017-08-04,5,12.645869974339153,3.403029922685679,1.4176682925002684,11.059499845674349,20.462857142857143
2017-08-04,6,12.709932445184773,3.402219392965624,2.369183042245967,9.77889296917049,21.027027027027028
2017-08-04,9,17.84809015175336,4.1929292323678835,3.0071736964293216,14.659579289770683,30.428571428571427
2017-08-04,10,9.623818930414398,3.610528694474869,1.1608379057915916,7.977913562931137,14.822857142857142
2017-08-04,11,13.068184094625447,3.807451191078856,2.1583969661085316,7.747380528161063,18.18918918918919
2017-08-04,12,12.777565034591753,3.1638526454034057,2.5929059277346234,10.556870664802776,20.794285714285714
2017-08-04,13,12.059902064271315,4.196873765095884,2.4949820777948806,9.779308497185074,18.514285714285716
2017-08-04,15,14.810385816329427,3.456499099750219,2.733230983685897,12.178225127901587,24.0
2017-08-04,8,14.096278835854502,3.744707123597383,2.4529343407393682,10.635717003520458,24.634285714285713
2017-08-05,4,10.548325073473574,3.950972171429438,1.8891543163675832,5.591074765869683,15.378378378378379
2017-08-05,2,10.60274417228057,3.36364996499474,2.05534711009183,7.705157019322387,19.701664532650447
2017-08-05,3,11.18449407144082,4.225517988739755,2.3520050074434304,8.853812229975187,18.58642765685019
2017-08-05,5,13.012502061928977,3.1451424736437072,1.1321691226753614,7.770850600553796,19.98335467349552
2017-08-05,11,13.385701032423547,4.168845225563285,2.6667027239433043,10.189331589905807,18.85142857142857
2017-08-05,9,17.828083269255455,4.212924858627126,3.0266288357026485,14.766413102441277,30.243243243243242
2017-08-05,10,10.0288468897017,3.8422917594693895,0.8219929879603245,5.884972541496811,14.553137003841229
2017-08-05,14,11.466272625659775,3.4076136471578784,1.9317318814708444,5.67067276509427,19.405714285714286
2017-08-05,13,13.024859395070182,4.328676497583071,2.5887435149150075,9.82913625525908,18.67349551856594
2017-08-05,8,15.35044188082627,3.468528567466014,1.3538423037126255,9.636890978083398,24.42637644046095
2017-08-06,2,14.203448230631793,4.196671825557901,2.656466961513969,11.303119115906652,20.096525096525095
2017-08-06,3,12.24812913352071,4.124110897603476,2.4782215478824865,9.729256981888108,18.71220671220671
2017-08-06,4,8.698962043479991,2.869949753909297,1.720741722922568,6.398033789723652,14.508571428571429
2017-08-06,5,13.489215964696058,3.695410529419399,1.247783155607656,9.027504167714222,20.29254529254529
2017-08-06,8,10.33359236935621,3.4723346209940225,1.9952385184797419,7.4151380064205235,21.863676863676865
2017-08-06,6,13.720553648592656,3.9449037279239176,2.2516769271985604,7.918785491633866,20.65142857142857
2017-08-06,10,10.378527817870673,3.5839318600157144,1.2909295094897684,8.031058933072412,14.68904068904069
2017-08-06,11,12.955699133553194,3.4534322440663905,2.58536649492289,9.14933968078568,18.90012804097311
2017-08-06,12,12.345234482255805,2.380636196526199,2.070654168370081,7.694694244755945,19.878361075544174
2017-08-06,13,11.929217194754328,3.5072546362169508,2.438582550856761,9.831140954799734,18.468666468666466
2017-08-06,15,15.185565234601132,2.5589984551652356,2.7891646666077388,12.273539123911167,24.43243243243243
2017-08-06,9,18.413808905585693,4.314129963468433,3.0631384201514265,14.611977587192712,30.154285714285713
2017-08-07,6,13.10940449091735,4.261451384229719,2.5862224693546865,9.907980769096788,20.437900128040972
2017-08-07,2,12.83176266735914,4.04935180639831,2.5146379682669786,11.261644189614495,20.357188138339087
2017-08-07,3,12.611076475161786,4.047756544681555,2.5960170398390274,10.2296144687479,19.08375008804677
2017-08-07,4,10.286927478718717,4.001221147804953,2.3240028645297492,9.078016468974319,14.997439180537771
2017-08-07,5,14.044947529428107,3.3360090817677275,1.6404600635665199,12.71693351798444,21.36218919490033
2017-08-07,8,15.629195474009858,2.9094113202774263,2.5508250732629527,13.537603288432244,23.05705430724801
2017-08-07,14,14.004008976204798,4.391467014591586,2.6218681486856568,11.26969252277082,20.256081946222793
2017-08-07,10,11.925450624787608,2.75992490343914,1.4941889797110077,9.392506980067546,15.644291047404382
2017-08-07,11,13.009445047185476,4.140041531541731,2.6415504537186245,10.22613719909809,19.234630234630234
2017-08-07,12,11.448590787409206,1.784744693942889,2.41380206641888,9.19044862783413,19.307098307098308
2017-08-07,13,12.88365048699763,4.082097992842164,2.6354087944157802,10.321704888690292,18.910474043812073
2017-08-07,15,16.175327808185884,3.4285721607565707,3.1150020315569105,12.060523285958034,25.005714285714287
2017-08-07,17,15.968445349687775,3.7742904719102235,2.7917745185817204,10.560655435310757,24.0
2017-08-07,9,18.999534541915928,4.415335068309741,3.099648004600204,14.457542071944147,30.10371318822023
2017-08-08,7,12.78343089909163,4.304344358406339,2.5597537620105335,9.23097701284615,19.0
2017-08-08,2,14.130561412807866,4.494103980298605,2.4891848354016206,11.027956299771875,20.813582026282322
2017-08-08,3,12.395472432831442,4.173022268103092,2.5081079969983215,9.79196636163054,19.060483255616788
2017-08-08,4,12.602836379635896,4.161946759824982,2.479629028294175,9.534174303361192,16.214731214731216
2017-08-08,5,13.557985614029588,3.494541063900323,2.5538401276937117,11.909334409707796,21.539381093683765
2017-08-08,8,17.859597060128145,3.583419342691431,2.786236481826491,14.779975686985766,24.98589232725731
2017-08-08,13,12.857509213261544,4.299760753342698,2.5783122050725,9.87326068818724,18.93534548537516
2017-08-08,11,11.302308680276901,4.053995524330586,2.372741671970607,9.471688680841718,18.58991336197788
2017-08-08,12,12.791437525851482,3.3415241533854543,2.4968990598446883,9.89475883895854,19.50700852292738
2017-08-08,16,11.405674105346158,4.13142904393241,1.2114920720388107,10.466813767740192,18.0
2017-08-08,14,14.49947341125743,4.476991508034434,2.7110622678599525,10.954065204313384,20.786456786456785
2017-08-08,15,12.24113311990386,3.408958388326245,2.3881273973189665,9.545359597697502,23.037131882202306
2017-08-08,9,21.544369730556355,4.463465726903097,3.2902831083374338,16.64116979258432,31.592812592812592
2017-08-09,2,11.446001566817804,4.340890877441685,2.5470334242419703,8.719556762784741,19.782789809495135
2017-08-09,3,11.714791594890535,4.1780793800582074,2.4802318092424795,9.310045283906817,18.773839916522657
2017-08-09,4,12.096268268354443,4.062442135420243,2.3730355872336637,9.160367837625593,16.729802070860043
2017-08-09,5,14.192727141813602,3.9539247109494813,1.7241922029666004,11.825957547697824,21.93417910509319
2017-08-09,6,13.250089562954273,4.198103639666623,2.4885153049499,10.41301702609905,20.304722304722304
2017-08-09,7,12.009478193511997,4.275902121057438,2.5400047074741496,9.435464043391681,18.428571428571427
2017-08-09,8,18.710725129346663,4.584078310959463,2.904798003476902,15.24342428986197,26.61147566000305
2017-08-09,9,18.66483417829865,4.357503579828993,3.0787853849151885,14.545790937800469,31.133267591744733
2017-08-09,10,10.309390077684444,4.237147172699121,1.2389719611827092,8.5035698726324,15.465298855447223
2017-08-09,11,11.828883674056264,4.133504522476082,2.459879973757791,9.738661333906721,18.42602797795676
2017-08-09,12,12.269380097927655,3.274772546923576,2.485060269590492,10.133965950413618,19.64396778295888
2017-08-09,13,12.55823008002688,4.410568604644048,2.4851875073105396,9.457674797533961,18.68252626195553
2017-08-09,14,13.952842976053693,4.49394060881556,2.5911781674227465,10.055610282723933,20.559554835528633
2017-08-09,15,9.60420450609126,3.8728874008485934,2.3351777280276202,7.964692421551024,20.592812592812592
2017-08-09,16,12.950638221696252,4.012435926883497,1.57014503079882,10.305203444520032,19.142857142857142
2017-08-09,17,14.318856370470934,2.8061343432529893,2.679518062458536,10.104954980795036,22.857142857142858
2017-08-10,3,12.778426656970424,4.0766722889219285,2.6064483496815356,10.18549003581974,19.098672396003344
2017-08-10,4,12.435081482543017,3.2993731205109005,2.5509157607167223,9.874622493194652,17.360491733785505
2017-08-10,5,13.793547979931372,3.4257421868869233,2.570093093337742,11.501832622959524,21.951616277271867
2017-08-10,6,12.12403037437701,3.4357145080028157,2.363921831297595,9.96434345917572,19.92829471015003
2017-08-10,7,12.435486197827258,4.133031015584608,2.4691977184516674,9.578298736289353,18.675675675675677
2017-08-10,8,16.277838419465553,4.2712941717668045,2.7221627770064054,12.672011990927125,26.449484450651674
2017-08-10,2,14.495777291418275,4.4590136035446575,2.5758251179220415,9.810476088900051,20.105251296831717
2017-08-10,10,11.872905674952637,4.147334202583606,1.5189827938267564,9.384569412012969,16.150415943182615
2017-08-10,11,11.645249139420068,3.9976367976679064,2.5099923032004754,10.078879980372104,18.310874738617755
2017-08-10,12,13.2934880712774,3.4282713861065757,2.5281929893722124,9.762385540174055,19.740201516944992
2017-08-10,13,14.058077468888664,4.2863021361491045,2.7405275457600053,10.253902740708014,19.296467908404722
